Statistical profiling result from isolate-000002085CFFA3A0-v8.log, (19061 ticks, 297 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      3  100.0%          Function: ~logRequest C:\Users\ben\Documents\GitHub\busyapi\node_modules\morgan\index.js:116:24
      2   66.7%            Function: ~listener C:\Users\ben\Documents\GitHub\busyapi\node_modules\on-finished\index.js:161:20
      1   33.3%            LazyCompile: *listener C:\Users\ben\Documents\GitHub\busyapi\node_modules\on-finished\index.js:161:20
      6    1.3%      Function: ~Socket._writev net.js:780:36
      6  100.0%        Function: ~doWrite _stream_writable.js:379:17
      6  100.0%          Function: ~clearBuffer _stream_writable.js:469:21
      5   83.3%            Function: ~Writable.uncork _stream_writable.js:302:37
      1   16.7%            LazyCompile: *end _http_outgoing.js:726:45
      6    1.3%      Function: ~Socket._write net.js:785:35
      6  100.0%        Function: ~doWrite _stream_writable.js:379:17
      5   83.3%          LazyCompile: *logRequest C:\Users\ben\Documents\GitHub\busyapi\node_modules\morgan\index.js:116:24
      5  100.0%            LazyCompile: *listener C:\Users\ben\Documents\GitHub\busyapi\node_modules\on-finished\index.js:161:20
      1   16.7%          Function: ~writeOrBuffer _stream_writable.js:339:23
      1  100.0%            Function: ~Writable.write _stream_writable.js:264:36
     75    1.9%    LazyCompile: *wetag C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\utils.js:52:31
     75  100.0%      LazyCompile: *send C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\response.js:100:25
     75  100.0%        LazyCompile: *<anonymous> C:\Users\ben\Documents\GitHub\busyapi\routes\api\usages.js:2:37
     75  100.0%          LazyCompile: *next C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\route.js:114:16
     75  100.0%            LazyCompile: *dispatch C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\route.js:98:45

    297    1.6%  UNKNOWN

    237    1.2%  LoadIC: A load IC from the snapshot
     27   11.4%    LazyCompile: *onwrite _stream_writable.js:422:17
     27  100.0%      LazyCompile: *Socket._writeGeneric net.js:708:42
     14   51.9%        LazyCompile: *clearBuffer _stream_writable.js:469:21
     14  100.0%          LazyCompile: *end _http_outgoing.js:726:45
     14  100.0%            LazyCompile: *send C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\response.js:100:25
     10   37.0%        LazyCompile: *doWrite _stream_writable.js:379:17
     10  100.0%          LazyCompile: *logRequest C:\Users\ben\Documents\GitHub\busyapi\node_modules\morgan\index.js:116:24
     10  100.0%            LazyCompile: *listener C:\Users\ben\Documents\GitHub\busyapi\node_modules\on-finished\index.js:161:20
      2    7.4%        LazyCompile: *Writable.write _stream_writable.js:264:36
      2  100.0%          LazyCompile: *Socket.write net.js:699:34
      2  100.0%            Function: ~logRequest C:\Users\ben\Documents\GitHub\busyapi\node_modules\morgan\index.js:116:24
      1    3.7%        Function: ~Socket._write net.js:785:35
      1  100.0%          Function: ~doWrite _stream_writable.js:379:17
      1  100.0%            LazyCompile: *logRequest C:\Users\ben\Documents\GitHub\busyapi\node_modules\morgan\index.js:116:24
     24   10.1%    LazyCompile: *next C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:178:16
      5   20.8%      LazyCompile: *handle C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:135:31
      4   80.0%        LazyCompile: *app C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\express.js:37:21
      4  100.0%          Function: ~emitTwo events.js:124:17
      4  100.0%            LazyCompile: *emit events.js:156:44
      1   20.0%        LazyCompile: *router C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:45:18
      1  100.0%          LazyCompile: *trim_prefix C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:284:23
      1  100.0%            LazyCompile: *<anonymous> C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:271:64
      4   16.7%      LazyCompile: *query C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\middleware\query.js:38:24
      4  100.0%        LazyCompile: *trim_prefix C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:284:23
      4  100.0%          LazyCompile: *<anonymous> C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:271:64
      4  100.0%            LazyCompile: *next C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:178:16
      4   16.7%      LazyCompile: *jsonParser C:\Users\ben\Documents\GitHub\busyapi\node_modules\body-parser\lib\types\json.js:91:30
      4  100.0%        LazyCompile: *trim_prefix C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:284:23
      4  100.0%          LazyCompile: *<anonymous> C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:271:64
      4  100.0%            LazyCompile: *next C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:178:16
      3   12.5%      LazyCompile: *urlencodedParser C:\Users\ben\Documents\GitHub\busyapi\node_modules\body-parser\lib\types\urlencoded.js:79:36
      3  100.0%        LazyCompile: *trim_prefix C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:284:23
      3  100.0%          LazyCompile: *<anonymous> C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:271:64
      3  100.0%            LazyCompile: *next C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:178:16
      3   12.5%      LazyCompile: *logger C:\Users\ben\Documents\GitHub\busyapi\node_modules\morgan\index.js:103:25
      3  100.0%        LazyCompile: *trim_prefix C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:284:23
      3  100.0%          LazyCompile: *<anonymous> C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:271:64
      3  100.0%            LazyCompile: *next C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:178:16
      3   12.5%      LazyCompile: *cookieParser C:\Users\ben\Documents\GitHub\busyapi\node_modules\cookie-parser\index.js:40:31
      3  100.0%        LazyCompile: *trim_prefix C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:284:23
      3  100.0%          LazyCompile: *<anonymous> C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:271:64
      3  100.0%            LazyCompile: *next C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:178:16
      1    4.2%      LazyCompile: *expressInit C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\middleware\init.js:22:30
      1  100.0%        LazyCompile: *trim_prefix C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:284:23
      1  100.0%          LazyCompile: *<anonymous> C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:271:64
      1  100.0%            LazyCompile: *next C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:178:16
      1    4.2%      Function: ~query C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\middleware\query.js:38:24
      1  100.0%        LazyCompile: *trim_prefix C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:284:23
      1  100.0%          LazyCompile: *<anonymous> C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:271:64
      1  100.0%            LazyCompile: *next C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:178:16
     19    8.0%    LazyCompile: *trim_prefix C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:284:23
     18   94.7%      LazyCompile: *<anonymous> C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:271:64
     18  100.0%        LazyCompile: *next C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:178:16
      7   38.9%          LazyCompile: *handle C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:135:31
      7  100.0%            LazyCompile: *app C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\express.js:37:21
      5   27.8%          Function: ~serveStatic C:\Users\ben\Documents\GitHub\busyapi\node_modules\serve-static\index.js:72:31
      5  100.0%            LazyCompile: *trim_prefix C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:284:23
      2   11.1%          LazyCompile: *query C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\middleware\query.js:38:24
      2  100.0%            LazyCompile: *trim_prefix C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:284:23
      2   11.1%          LazyCompile: *cookieParser C:\Users\ben\Documents\GitHub\busyapi\node_modules\cookie-parser\index.js:40:31
      2  100.0%            LazyCompile: *trim_prefix C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:284:23
      1    5.6%          LazyCompile: *jsonParser C:\Users\ben\Documents\GitHub\busyapi\node_modules\body-parser\lib\types\json.js:91:30
      1  100.0%            LazyCompile: *trim_prefix C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:284:23
      1    5.6%          LazyCompile: *expressInit C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\middleware\init.js:22:30
      1  100.0%            LazyCompile: *trim_prefix C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:284:23
      1    5.3%      Function: ~<anonymous> C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:271:64
      1  100.0%        LazyCompile: *next C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:178:16
      1  100.0%          LazyCompile: *query C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\middleware\query.js:38:24
      1  100.0%            LazyCompile: *trim_prefix C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:284:23
     19    8.0%    LazyCompile: *socketOnWrap _http_server.js:650:22
     19  100.0%      LazyCompile: *parserOnIncoming _http_server.js:545:26
     19  100.0%        LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
     19    8.0%    LazyCompile: *emit events.js:156:44
      7   36.8%      LazyCompile: *resume_ _stream_readable.js:819:17
      7  100.0%        LazyCompile: *_tickCallback internal/process/next_tick.js:151:25
      6   31.6%      LazyCompile: *end _http_outgoing.js:726:45
      6  100.0%        LazyCompile: *send C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\response.js:100:25
      6  100.0%          LazyCompile: *<anonymous> C:\Users\ben\Documents\GitHub\busyapi\routes\api\usages.js:2:37
      6  100.0%            LazyCompile: *next C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\route.js:114:16
      3   15.8%      LazyCompile: *endReadableNT _stream_readable.js:1050:23
      3  100.0%        LazyCompile: *_tickCallback internal/process/next_tick.js:151:25
      2   10.5%      LazyCompile: *parserOnIncoming _http_server.js:545:26
      2  100.0%        LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
      1    5.3%      LazyCompile: *onFinish _http_outgoing.js:722:18
      1  100.0%        LazyCompile: *_tickCallback internal/process/next_tick.js:151:25
     17    7.2%    LazyCompile: *recordStartTime C:\Users\ben\Documents\GitHub\busyapi\node_modules\morgan\index.js:484:25
      9   52.9%      LazyCompile: *writeHead C:\Users\ben\Documents\GitHub\busyapi\node_modules\on-headers\index.js:39:28
      9  100.0%        LazyCompile: *_implicitHeader _http_server.js:180:68
      9  100.0%          LazyCompile: *end _http_outgoing.js:726:45
      9  100.0%            LazyCompile: *send C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\response.js:100:25
      8   47.1%      LazyCompile: *logger C:\Users\ben\Documents\GitHub\busyapi\node_modules\morgan\index.js:103:25
      8  100.0%        LazyCompile: *trim_prefix C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:284:23
      8  100.0%          LazyCompile: *<anonymous> C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:271:64
      8  100.0%            LazyCompile: *next C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:178:16
     13    5.5%    LazyCompile: *afterWrite net.js:855:20
     13    5.5%    LazyCompile: *<anonymous> :1:10
     10   76.9%      LazyCompile: *logRequest C:\Users\ben\Documents\GitHub\busyapi\node_modules\morgan\index.js:116:24
     10  100.0%        LazyCompile: *listener C:\Users\ben\Documents\GitHub\busyapi\node_modules\on-finished\index.js:161:20
     10  100.0%          LazyCompile: *onFinish C:\Users\ben\Documents\GitHub\busyapi\node_modules\on-finished\index.js:95:20
     10  100.0%            LazyCompile: *callback C:\Users\ben\Documents\GitHub\busyapi\node_modules\ee-first\index.js:53:20
      3   23.1%      Function: ~developmentFormatLine C:\Users\ben\Documents\GitHub\busyapi\node_modules\morgan\index.js:183:52
      3  100.0%        Function: ~logRequest C:\Users\ben\Documents\GitHub\busyapi\node_modules\morgan\index.js:116:24
      2   66.7%          Function: ~listener C:\Users\ben\Documents\GitHub\busyapi\node_modules\on-finished\index.js:161:20
      2  100.0%            Function: ~onFinish C:\Users\ben\Documents\GitHub\busyapi\node_modules\on-finished\index.js:95:20
      1   33.3%          LazyCompile: *listener C:\Users\ben\Documents\GitHub\busyapi\node_modules\on-finished\index.js:161:20
      1  100.0%            LazyCompile: *onFinish C:\Users\ben\Documents\GitHub\busyapi\node_modules\on-finished\index.js:95:20
     10    4.2%    LazyCompile: *handle C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\layer.js:86:49
     10  100.0%      LazyCompile: *<anonymous> C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:271:64
     10  100.0%        LazyCompile: *next C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:178:16
     10  100.0%          LazyCompile: *<anonymous> C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:612:18
     10  100.0%            LazyCompile: *next C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:178:16
      7    3.0%    LazyCompile: *internalNextTick internal/process/next_tick.js:275:28
      7  100.0%      LazyCompile: *end _http_outgoing.js:726:45
      7  100.0%        LazyCompile: *send C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\response.js:100:25
      7  100.0%          LazyCompile: *<anonymous> C:\Users\ben\Documents\GitHub\busyapi\routes\api\usages.js:2:37
      7  100.0%            LazyCompile: *next C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\route.js:114:16
      7    3.0%    LazyCompile: *cleanup C:\Users\ben\Documents\GitHub\busyapi\node_modules\ee-first\index.js:58:19
      6   85.7%      LazyCompile: *callback C:\Users\ben\Documents\GitHub\busyapi\node_modules\ee-first\index.js:53:20
      6  100.0%        LazyCompile: *onevent C:\Users\ben\Documents\GitHub\busyapi\node_modules\ee-first\index.js:81:26
      6  100.0%          LazyCompile: *emitNone events.js:104:18
      6  100.0%            LazyCompile: *emit events.js:156:44
      1   14.3%      LazyCompile: *onFinish C:\Users\ben\Documents\GitHub\busyapi\node_modules\on-finished\index.js:95:20
      1  100.0%        LazyCompile: *callback C:\Users\ben\Documents\GitHub\busyapi\node_modules\ee-first\index.js:53:20
      1  100.0%          LazyCompile: *onevent C:\Users\ben\Documents\GitHub\busyapi\node_modules\ee-first\index.js:81:26
      1  100.0%            LazyCompile: *emitNone events.js:104:18
      7    3.0%    LazyCompile: *_addListener events.js:233:22
      7  100.0%      LazyCompile: *logger C:\Users\ben\Documents\GitHub\busyapi\node_modules\morgan\index.js:103:25
      7  100.0%        LazyCompile: *trim_prefix C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:284:23
      7  100.0%          LazyCompile: *<anonymous> C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:271:64
      7  100.0%            LazyCompile: *next C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:178:16
      7    3.0%    LazyCompile: *Readable.on _stream_readable.js:771:33
      7  100.0%      LazyCompile: *onSocket C:\Users\ben\Documents\GitHub\busyapi\node_modules\on-finished\index.js:106:20
      7  100.0%        LazyCompile: *logger C:\Users\ben\Documents\GitHub\busyapi\node_modules\morgan\index.js:103:25
      7  100.0%          LazyCompile: *trim_prefix C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:284:23
      7  100.0%            LazyCompile: *<anonymous> C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:271:64
      5    2.1%    LazyCompile: *resOnFinish _http_server.js:509:21
      3   60.0%      LazyCompile: *resOnFinish _http_server.js:509:21
      3  100.0%        LazyCompile: *emitNone events.js:104:18
      3  100.0%          LazyCompile: *emit events.js:156:44
      3  100.0%            LazyCompile: *onFinish _http_outgoing.js:722:18
      2   40.0%      LazyCompile: *emitNone events.js:104:18
      2  100.0%        LazyCompile: *emit events.js:156:44
      2  100.0%          LazyCompile: *onFinish _http_outgoing.js:722:18
      2  100.0%            LazyCompile: *_tickCallback internal/process/next_tick.js:151:25
      5    2.1%    LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
      4    1.7%    LazyCompile: *resume _stream_readable.js:812:16
      4  100.0%      LazyCompile: *resOnFinish _http_server.js:509:21
      4  100.0%        LazyCompile: *emitNone events.js:104:18
      4  100.0%          LazyCompile: *emit events.js:156:44
      4  100.0%            LazyCompile: *onFinish _http_outgoing.js:722:18
      4    1.7%    LazyCompile: *parserOnIncoming _http_server.js:545:26
      4  100.0%      LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
      4    1.7%    LazyCompile: *ServerResponse _http_server.js:109:24
      4  100.0%      LazyCompile: *parserOnIncoming _http_server.js:545:26
      4  100.0%        LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
      3    1.3%    LazyCompile: *Readable.read _stream_readable.js:365:35
      3  100.0%      LazyCompile: *emitReadable _stream_readable.js:498:22
      3  100.0%        Function: ~onEofChunk _stream_readable.js:480:20
      3  100.0%          LazyCompile: *parserOnMessageComplete _http_common.js:146:33
      3    1.3%    LazyCompile: *<anonymous> C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:271:64
      3  100.0%      LazyCompile: *next C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:178:16
      1   33.3%        LazyCompile: *jsonParser C:\Users\ben\Documents\GitHub\busyapi\node_modules\body-parser\lib\types\json.js:91:30
      1  100.0%          LazyCompile: *trim_prefix C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:284:23
      1  100.0%            LazyCompile: *<anonymous> C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:271:64
      1   33.3%        LazyCompile: *handle C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:135:31
      1  100.0%          LazyCompile: *app C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\express.js:37:21
      1  100.0%            Function: ~emitTwo events.js:124:17
      1   33.3%        LazyCompile: *cookieParser C:\Users\ben\Documents\GitHub\busyapi\node_modules\cookie-parser\index.js:40:31
      1  100.0%          LazyCompile: *trim_prefix C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:284:23
      1  100.0%            LazyCompile: *<anonymous> C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:271:64

    196    1.0%  Builtin: KeyedLoadIC_Megamorphic
     22   11.2%    LazyCompile: *matchKnownFields _http_incoming.js:150:26
     22  100.0%      LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
     21   10.7%    LazyCompile: *handle C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:135:31
     18   85.7%      LazyCompile: *router C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:45:18
     18  100.0%        LazyCompile: *trim_prefix C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:284:23
     18  100.0%          LazyCompile: *<anonymous> C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:271:64
     18  100.0%            LazyCompile: *next C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:178:16
      3   14.3%      LazyCompile: *app C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\express.js:37:21
      3  100.0%        Function: ~emitTwo events.js:124:17
      3  100.0%          LazyCompile: *emit events.js:156:44
      3  100.0%            LazyCompile: *parserOnIncoming _http_server.js:545:26
     21   10.7%    LazyCompile: *emit events.js:156:44
      6   28.6%      LazyCompile: *resume_ _stream_readable.js:819:17
      6  100.0%        LazyCompile: *_tickCallback internal/process/next_tick.js:151:25
      4   19.0%      LazyCompile: *parserOnIncoming _http_server.js:545:26
      4  100.0%        LazyCompile: *parserOnHeadersComplete _http_common.js:62:33
      4   19.0%      LazyCompile: *end _http_outgoing.js:726:45
      4  100.0%        LazyCompile: *send C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\response.js:100:25
      3   75.0%          LazyCompile: *<anonymous> C:\Users\ben\Documents\GitHub\busyapi\routes\api\usages.js:2:37
      3  100.0%            LazyCompile: *next C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\route.js:114:16
      1   25.0%          Function: ~json C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\response.js:223:25
      1  100.0%            Function: ~<anonymous> C:\Users\ben\Documents\GitHub\busyapi\routes\api\usages.js:2:37
      3   14.3%      LazyCompile: *onFinish _http_outgoing.js:722:18
      3  100.0%        LazyCompile: *_tickCallback internal/process/next_tick.js:151:25
      1    4.8%      LazyCompile: *endReadableNT _stream_readable.js:1050:23
      1  100.0%        LazyCompile: *_tickCallback internal/process/next_tick.js:151:25
      1    4.8%      LazyCompile: *emitReadable _stream_readable.js:498:22
      1  100.0%        Function: ~onEofChunk _stream_readable.js:480:20
      1  100.0%          LazyCompile: *parserOnMessageComplete _http_common.js:146:33
      1    4.8%      LazyCompile: *Readable.read _stream_readable.js:365:35
      1  100.0%        LazyCompile: *resume_ _stream_readable.js:819:17
      1  100.0%          LazyCompile: *_tickCallback internal/process/next_tick.js:151:25
      1    4.8%      Function: ~onFinish _http_outgoing.js:722:18
      1  100.0%        LazyCompile: *_tickCallback internal/process/next_tick.js:151:25
     14    7.1%    LazyCompile: *<anonymous> C:\Users\ben\Documents\GitHub\busyapi\routes\api\usages.js:2:37
     13   92.9%      LazyCompile: *next C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\route.js:114:16
     13  100.0%        LazyCompile: *dispatch C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\route.js:98:45
     13  100.0%          LazyCompile: *handle C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\layer.js:86:49
     13  100.0%            LazyCompile: *<anonymous> C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\index.js:271:64
      1    7.1%      LazyCompile: *handle C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\layer.js:86:49
      1  100.0%        Function: ~next C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\route.js:114:16
      1  100.0%          LazyCompile: *dispatch C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\route.js:98:45
      1  100.0%            LazyCompile: *handle C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\layer.js:86:49
     12    6.1%    LazyCompile: *cleanup C:\Users\ben\Documents\GitHub\busyapi\node_modules\ee-first\index.js:58:19
      8   66.7%      LazyCompile: *onFinish C:\Users\ben\Documents\GitHub\busyapi\node_modules\on-finished\index.js:95:20
      8  100.0%        LazyCompile: *callback C:\Users\ben\Documents\GitHub\busyapi\node_modules\ee-first\index.js:53:20
      8  100.0%          LazyCompile: *onevent C:\Users\ben\Documents\GitHub\busyapi\node_modules\ee-first\index.js:81:26
      8  100.0%            LazyCompile: *emitNone events.js:104:18
      3   25.0%      LazyCompile: *callback C:\Users\ben\Documents\GitHub\busyapi\node_modules\ee-first\index.js:53:20
      3  100.0%        LazyCompile: *onevent C:\Users\ben\Documents\GitHub\busyapi\node_modules\ee-first\index.js:81:26
      3  100.0%          LazyCompile: *emitNone events.js:104:18
      3  100.0%            LazyCompile: *emit events.js:156:44
      1    8.3%      Function: ~onFinish C:\Users\ben\Documents\GitHub\busyapi\node_modules\on-finished\index.js:95:20
      1  100.0%        Function: ~callback C:\Users\ben\Documents\GitHub\busyapi\node_modules\ee-first\index.js:53:20
      1  100.0%          Function: ~onevent C:\Users\ben\Documents\GitHub\busyapi\node_modules\ee-first\index.js:81:26
      1  100.0%            LazyCompile: *emitNone events.js:104:18
     11    5.6%    LazyCompile: *Socket._writeGeneric net.js:708:42
     11  100.0%      LazyCompile: *clearBuffer _stream_writable.js:469:21
     11  100.0%        LazyCompile: *end _http_outgoing.js:726:45
     11  100.0%          LazyCompile: *send C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\response.js:100:25
      9   81.8%            LazyCompile: *<anonymous> C:\Users\ben\Documents\GitHub\busyapi\routes\api\usages.js:2:37
      2   18.2%            LazyCompile: *json C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\response.js:223:25
     10    5.1%    LazyCompile: *onParserExecute _http_server.js:447:25
      9    4.6%    LazyCompile: *header C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\response.js:707:29
      6   66.7%      LazyCompile: *send C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\response.js:100:25
      5   83.3%        LazyCompile: *<anonymous> C:\Users\ben\Documents\GitHub\busyapi\routes\api\usages.js:2:37
      5  100.0%          LazyCompile: *next C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\route.js:114:16
      5  100.0%            LazyCompile: *dispatch C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\route.js:98:45
      1   16.7%        Function: ~json C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\response.js:223:25
      1  100.0%          Function: ~<anonymous> C:\Users\ben\Documents\GitHub\busyapi\routes\api\usages.js:2:37
      1  100.0%            Function: ~handle C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\layer.js:86:49
      3   33.3%      LazyCompile: *app.(anonymous function) C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\application.js:472:25
      3  100.0%        LazyCompile: *send C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\response.js:100:25
      3  100.0%          LazyCompile: *<anonymous> C:\Users\ben\Documents\GitHub\busyapi\routes\api\usages.js:2:37
      3  100.0%            LazyCompile: *next C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\route.js:114:16
      9    4.6%    LazyCompile: *app.(anonymous function) C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\application.js:472:25
      9  100.0%      LazyCompile: *<anonymous> C:\Users\ben\Documents\GitHub\busyapi\routes\api\usages.js:2:37
      8   88.9%        LazyCompile: *next C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\route.js:114:16
      8  100.0%          LazyCompile: *dispatch C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\route.js:98:45
      8  100.0%            LazyCompile: *handle C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\layer.js:86:49
      1   11.1%        LazyCompile: *handle C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\layer.js:86:49
      1  100.0%          Function: ~next C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\route.js:114:16
      1  100.0%            LazyCompile: *dispatch C:\Users\ben\Documents\GitHub\busyapi\node_modules\express\lib\router\route.js:98:45
      7    3.6%    LazyCompile: *afterWrite net.js:855:20
